production_run_id,production_date,product_id,quantity_produced,direct_labor_hours,waste_quantity_produced,waste_reason
PR07659,2024-03-08,P025,213,31.88,0,None
PR07660,2024-03-04,P014,432,178.19,0,None
PR07661,2024-11-16,P002,184,43.35,7,Defective Material
PR07662,2023-03-07,P018,357,49.15,0,None
PR07663,2024-07-17,P080,200,87.3,0,None
PR07664,2024-06-14,P060,265,52.86,0,None
PR07665,2024-01-28,P036,350,101.7,0,None
PR07666,2024-10-01,P072,307,79.47,0,None
PR07667,2024-03-02,P006,497,236.75,0,None
PR07668,2023-11-07,P031,109,34.67,0,None
PR07669,2024-10-13,P054,398,124.67,0,None
PR07670,2024-01-20,P073,302,44.85,0,None
PR07671,2023-04-21,P055,57,18.0,0,None
PR07672,2023-08-04,P089,257,69.2,0,None
PR07673,2024-10-25,P086,421,119.37,0,None
PR07674,2024-01-23,P082,475,62.89,0,None
PR07675,2024-04-03,P036,423,200.72,37,Spoilage
PR07676,2023-02-04,P015,330,86.55,0,None
PR07677,2023-10-27,P067,316,53.63,0,None
PR07678,2024-05-21,P006,450,53.88,0,None
PR07679,2024-07-13,P077,80,27.41,0,None
PR07680,2024-03-21,P095,249,118.99,0,None
PR07681,2023-05-01,P038,334,100.48,0,None
PR07682,2024-01-23,P046,427,150.96,0,None
PR07683,2023-11-11,P018,465,174.01,0,None
PR07684,2024-08-19,P004,244,79.9,0,None
PR07685,2024-07-22,P059,95,16.14,0,None
PR07686,2024-05-05,P015,299,33.57,24,Production Error
PR07687,2023-01-12,P026,269,90.09,0,None
PR07688,2024-01-22,P010,80,35.49,0,None
PR07689,2023-08-10,P071,311,67.44,0,None
PR07690,2024-09-12,P079,196,32.09,0,None
PR07691,2024-03-06,P054,95,32.91,1,Overproduction
PR07692,2024-12-01,P015,477,161.92,0,None
PR07693,2023-11-17,P065,321,92.62,0,None
PR07694,2024-06-26,P084,450,138.09,0,None
PR07695,2023-07-31,P082,469,102.62,0,None
PR07696,2023-12-16,P008,467,199.07,0,None
PR07697,2024-04-21,P037,257,95.18,0,None
PR07698,2024-10-19,P038,353,127.56,0,None
PR07699,2024-08-03,P012,418,134.19,0,None
PR07700,2023-12-09,P092,159,29.75,0,None
PR07701,2024-04-25,P032,284,32.97,0,None
PR07702,2023-12-19,P019,455,149.42,0,None
PR07703,2023-09-25,P096,197,81.88,0,None
PR07704,2023-06-17,P063,64,17.51,0,None
PR07705,2024-08-08,P014,225,45.78,0,None
PR07706,2023-10-19,P091,106,41.54,0,None
PR07707,2023-09-23,P078,305,144.29,0,None
PR07708,2023-09-27,P044,416,104.07,0,None
PR07709,2023-12-10,P048,377,56.05,0,None
PR07710,2024-10-09,P084,215,45.21,0,None
PR07711,2023-03-21,P005,399,71.06,0,None
PR07712,2024-07-14,P016,376,51.53,0,None
PR07713,2023-08-08,P067,99,40.22,0,None
PR07714,2023-04-02,P038,497,108.12,0,None
PR07715,2023-08-07,P026,395,149.8,16,Spoilage
PR07716,2024-10-29,P086,387,96.75,0,None
PR07717,2024-11-17,P083,490,84.81,0,None
PR07718,2023-08-20,P091,480,126.87,0,None
PR07719,2023-11-23,P086,346,63.06,0,None
PR07720,2024-08-12,P018,73,14.55,0,None
PR07721,2024-03-26,P027,215,45.03,7,Overproduction
PR07722,2023-10-09,P046,196,96.62,0,None
PR07723,2024-04-12,P094,68,12.36,1,Production Error
PR07724,2024-10-12,P032,173,41.98,0,None
PR07725,2024-04-19,P042,434,89.17,0,None
PR07726,2024-08-02,P075,340,93.58,0,None
PR07727,2024-07-20,P076,403,121.1,0,None
PR07728,2023-01-18,P042,131,40.48,0,None
PR07729,2024-07-02,P060,271,29.94,0,None
PR07730,2024-09-23,P090,227,70.47,0,None
PR07731,2024-11-08,P057,308,119.2,0,None
PR07732,2024-07-08,P071,238,104.99,0,None
PR07733,2024-05-27,P065,125,54.94,0,None
PR07734,2023-01-14,P016,400,190.6,0,None
PR07735,2024-07-27,P012,370,173.47,0,None
PR07736,2024-12-10,P076,386,190.25,0,None
PR07737,2024-08-07,P057,123,35.39,6,Overproduction
PR07738,2023-01-28,P038,400,152.89,0,None
PR07739,2023-07-11,P010,89,10.12,0,None
PR07740,2024-07-03,P032,255,31.41,0,None
PR07741,2024-07-13,P005,486,49.51,0,None
PR07742,2024-03-17,P037,201,54.04,0,None
PR07743,2023-06-27,P057,367,84.38,0,None
PR07744,2023-07-25,P009,132,32.09,0,None
PR07745,2023-06-28,P056,53,9.91,0,None
PR07746,2023-05-07,P020,300,53.82,0,None
PR07747,2023-10-21,P008,87,36.84,0,None
PR07748,2023-11-19,P015,484,202.04,0,None
PR07749,2024-11-01,P041,78,9.51,0,None
PR07750,2024-03-09,P080,432,58.12,0,None
PR07751,2023-05-17,P090,177,78.06,0,None
PR07752,2024-07-16,P008,424,144.28,0,None
PR07753,2023-05-15,P053,470,124.68,0,None
PR07754,2024-02-26,P085,56,14.79,0,None
PR07755,2024-08-30,P051,224,24.11,0,None
PR07756,2023-11-23,P074,349,136.08,0,None
PR07757,2023-08-14,P093,389,163.84,0,None
PR07758,2024-07-26,P053,292,40.75,0,None
PR07759,2024-12-26,P051,110,17.76,0,None
PR07760,2023-04-08,P072,223,73.3,0,None
PR07761,2023-10-10,P004,199,39.02,0,None
PR07762,2024-11-16,P004,448,53.55,0,None
PR07763,2023-12-28,P015,270,93.48,0,None
PR07764,2024-03-24,P040,283,84.0,0,None
PR07765,2024-09-30,P051,479,131.05,0,None
PR07766,2023-06-06,P011,379,174.14,0,None
PR07767,2024-12-16,P025,96,46.07,0,None
PR07768,2024-11-06,P030,453,193.39,0,None
PR07769,2023-11-02,P022,391,90.83,0,None
PR07770,2024-09-17,P053,432,144.82,0,None
PR07771,2024-04-19,P034,195,88.55,0,None
PR07772,2023-10-15,P003,140,38.63,1,Spoilage
PR07773,2023-08-23,P023,340,128.07,0,None
PR07774,2023-11-10,P025,368,84.77,0,None
PR07775,2024-06-29,P033,470,118.47,0,None
PR07776,2024-12-28,P099,121,51.04,0,None
PR07777,2023-04-14,P037,272,98.24,0,None
PR07778,2024-08-07,P005,400,136.17,15,Defective Material
PR07779,2023-10-21,P042,186,62.01,0,None
PR07780,2024-08-04,P023,102,43.0,0,None
PR07781,2024-08-29,P066,450,195.74,16,Defective Material
PR07782,2023-10-03,P059,449,62.19,0,None
PR07783,2023-07-27,P027,133,60.69,0,None
PR07784,2023-01-23,P094,141,69.66,0,None
PR07785,2024-08-11,P081,478,168.39,0,None
PR07786,2023-06-27,P028,163,72.11,0,None
PR07787,2023-10-29,P073,411,69.34,0,None
PR07788,2024-09-04,P024,427,174.79,0,None
PR07789,2024-11-25,P002,206,95.34,0,None
PR07790,2023-07-02,P062,148,48.15,0,None
PR07791,2024-11-02,P013,254,55.7,0,None
PR07792,2023-06-07,P040,281,129.85,0,None
PR07793,2024-09-28,P053,344,57.46,0,None
PR07794,2023-08-17,P070,350,120.89,25,Production Error
PR07795,2023-08-02,P074,110,20.82,0,None
PR07796,2023-05-26,P062,100,13.03,4,Defective Material
PR07797,2023-12-22,P036,265,108.49,0,None
PR07798,2024-10-24,P064,204,69.91,0,None
PR07799,2023-06-05,P002,360,165.9,0,None
PR07800,2023-11-23,P074,389,160.92,0,None
PR07801,2023-10-30,P007,389,149.18,0,None
PR07802,2023-06-03,P052,74,20.55,4,Production Error
PR07803,2023-07-23,P012,117,44.04,0,None
PR07804,2024-12-16,P031,316,75.2,0,None
PR07805,2024-03-10,P066,257,40.17,0,None
PR07806,2023-07-20,P053,259,50.96,0,None
PR07807,2024-05-03,P038,227,58.65,0,None
PR07808,2024-10-19,P019,248,39.25,0,None
PR07809,2023-03-20,P064,376,111.05,0,None
PR07810,2023-04-09,P047,104,38.32,0,None
PR07811,2024-05-24,P037,377,163.67,31,Defective Material
PR07812,2023-12-02,P035,469,216.29,0,None
PR07813,2024-03-06,P094,71,31.7,0,None
PR07814,2023-05-14,P063,188,43.27,0,None
PR07815,2023-07-31,P053,363,161.32,0,None
PR07816,2023-04-03,P088,412,86.09,0,None
PR07817,2024-08-26,P080,388,55.79,0,None
PR07818,2024-06-17,P053,289,140.41,0,None
PR07819,2023-04-07,P012,303,77.64,0,None
PR07820,2023-12-22,P051,273,113.47,0,None
PR07821,2023-10-27,P007,320,152.96,0,None
PR07822,2023-03-24,P065,376,85.04,0,None
PR07823,2024-12-08,P094,247,38.37,0,None
PR07824,2023-06-04,P045,303,147.14,0,None
PR07825,2024-09-16,P010,368,47.66,28,Spoilage
PR07826,2023-06-25,P019,105,32.26,0,None
PR07827,2023-06-08,P068,236,111.49,0,None
PR07828,2024-04-01,P043,384,161.42,0,None
PR07829,2024-11-28,P058,328,70.13,12,Production Error
PR07830,2023-06-15,P046,126,38.03,0,None
PR07831,2023-02-15,P015,96,44.32,3,Spoilage
PR07832,2024-03-06,P063,376,111.26,0,None
PR07833,2023-10-27,P085,250,74.96,16,Spoilage
PR07834,2023-01-21,P058,156,73.75,0,None
PR07835,2024-02-25,P074,303,132.08,0,None
PR07836,2024-12-02,P076,473,57.9,0,None
PR07837,2023-03-12,P098,317,113.41,0,None
PR07838,2024-12-10,P038,404,157.67,0,None
PR07839,2024-07-10,P007,86,28.89,0,None
PR07840,2024-10-04,P066,215,92.75,0,None
PR07841,2023-04-14,P063,312,120.23,0,None
PR07842,2023-03-01,P058,370,98.55,0,None
PR07843,2023-06-01,P077,448,185.21,0,None
PR07844,2023-07-05,P062,279,97.54,2,Spoilage
PR07845,2024-03-23,P043,136,66.85,0,None
PR07846,2024-08-22,P033,328,137.21,0,None
PR07847,2023-09-24,P009,61,15.63,0,None
PR07848,2023-04-09,P077,266,40.18,0,None
PR07849,2024-10-19,P055,98,25.04,2,Spoilage
PR07850,2023-05-26,P082,148,64.88,0,None
PR07851,2024-05-25,P038,487,241.44,0,None
PR07852,2024-09-16,P058,187,25.1,11,Spoilage
PR07853,2024-12-25,P001,143,23.38,0,None
PR07854,2023-05-27,P087,299,38.11,0,None
PR07855,2023-11-13,P028,483,193.41,0,None
PR07856,2023-01-21,P081,125,23.99,0,None
PR07857,2024-11-04,P042,289,33.98,0,None
PR07858,2024-01-07,P099,476,206.34,0,None
PR07859,2023-08-18,P053,261,62.43,0,None
PR07860,2023-07-12,P045,120,52.87,0,None
PR07861,2023-10-15,P005,203,83.52,0,None
PR07862,2023-01-25,P030,350,53.43,0,None
PR07863,2024-12-08,P018,244,48.24,0,None
PR07864,2023-06-15,P031,67,18.22,4,Production Error
PR07865,2024-01-07,P018,58,14.32,0,None
PR07866,2024-09-07,P077,287,69.07,0,None
PR07867,2023-07-27,P081,311,39.11,0,None
PR07868,2024-10-09,P002,336,58.06,0,None
PR07869,2023-12-09,P070,174,79.5,0,None
PR07870,2024-04-21,P073,205,79.31,0,None
PR07871,2024-09-06,P043,439,193.38,0,None
PR07872,2023-02-27,P065,124,18.82,8,Defective Material
PR07873,2023-02-10,P028,277,107.77,0,None
PR07874,2023-09-29,P061,349,74.4,0,None
PR07875,2024-09-13,P089,223,43.8,0,None
PR07876,2024-02-19,P037,420,182.62,0,None
PR07877,2024-05-15,P059,428,79.06,0,None
PR07878,2024-02-26,P080,187,25.27,0,None
PR07879,2024-04-14,P025,487,102.64,0,None
PR07880,2024-04-10,P098,236,44.68,0,None
PR07881,2023-12-26,P026,372,120.66,0,None
PR07882,2023-06-02,P071,198,98.33,0,None
PR07883,2023-02-12,P066,233,45.06,0,None
PR07884,2023-11-08,P051,228,41.75,0,None
PR07885,2023-05-11,P079,66,26.96,0,None
PR07886,2023-05-12,P051,66,12.67,0,None
PR07887,2023-08-10,P045,491,92.22,0,None
PR07888,2023-03-31,P026,119,24.88,0,None
PR07889,2024-04-28,P079,275,78.44,0,None
PR07890,2023-05-12,P017,158,27.54,0,None
PR07891,2023-08-27,P067,55,24.02,0,None
PR07892,2023-06-17,P068,184,50.33,0,None
PR07893,2023-06-02,P015,191,84.4,0,None
PR07894,2024-01-18,P054,266,122.97,0,None
PR07895,2023-05-20,P036,125,27.28,0,None
PR07896,2024-06-25,P011,64,12.69,0,None
PR07897,2023-12-15,P038,203,66.9,0,None
PR07898,2024-03-16,P073,192,23.81,0,None
PR07899,2023-06-05,P079,169,32.42,0,None
PR07900,2023-12-08,P043,254,43.81,0,None
PR07901,2024-10-16,P085,296,107.1,0,None
PR07902,2023-09-29,P081,366,116.43,0,None
PR07903,2024-11-26,P022,220,62.5,0,None
PR07904,2024-08-20,P031,275,66.03,0,None
PR07905,2024-07-06,P005,357,145.43,0,None
PR07906,2023-02-26,P045,469,196.96,0,None
PR07907,2023-09-13,P076,348,170.88,0,None
PR07908,2023-08-08,P023,302,147.04,0,None
PR07909,2024-11-23,P069,177,30.71,0,None
PR07910,2024-11-22,P088,149,20.7,0,None
PR07911,2024-12-21,P044,368,117.36,0,None
PR07912,2023-07-09,P048,216,107.95,0,None
PR07913,2023-10-23,P073,187,36.07,0,None
PR07914,2023-01-10,P016,247,87.82,0,None
PR07915,2023-02-24,P100,333,77.17,0,None
PR07916,2023-03-29,P096,130,50.85,0,None
PR07917,2023-08-15,P004,397,104.32,0,None
PR07918,2023-11-19,P097,381,80.63,0,None
PR07919,2023-11-20,P024,181,87.1,0,None
PR07920,2023-12-19,P028,346,169.76,0,None
PR07921,2023-03-27,P095,102,19.68,0,None
PR07922,2024-07-03,P066,143,30.15,0,None
PR07923,2023-03-29,P017,299,37.77,0,None
PR07924,2024-06-23,P077,117,39.14,0,None
PR07925,2023-03-23,P085,413,134.89,0,None
PR07926,2024-10-25,P010,405,84.25,20,Defective Material
PR07927,2023-08-08,P045,124,29.63,0,None
PR07928,2024-12-24,P081,383,64.49,0,None
PR07929,2023-10-03,P047,430,90.98,4,Production Error
PR07930,2023-01-30,P008,58,14.29,0,None
PR07931,2023-05-20,P025,400,107.82,38,Defective Material
PR07932,2023-05-01,P039,403,104.17,0,None
PR07933,2023-07-22,P040,336,84.74,0,None
PR07934,2023-06-14,P049,342,119.87,0,None
PR07935,2024-03-17,P094,175,31.96,6,Overproduction
PR07936,2024-09-04,P065,146,54.14,0,None
PR07937,2024-05-20,P030,493,102.77,0,None
PR07938,2024-07-03,P040,320,57.11,1,Spoilage
PR07939,2024-06-28,P086,182,45.47,0,None
PR07940,2024-10-24,P081,231,29.03,0,None
PR07941,2024-04-15,P042,186,52.72,0,None
PR07942,2023-06-30,P087,405,160.5,0,None
PR07943,2024-11-16,P056,181,46.13,0,None
PR07944,2023-12-18,P005,476,218.36,10,Spoilage
PR07945,2024-01-29,P030,71,27.26,0,None
PR07946,2024-07-17,P023,311,115.73,0,None
PR07947,2024-02-01,P078,347,61.67,0,None
PR07948,2024-10-17,P097,458,188.36,30,Spoilage
PR07949,2024-01-29,P055,176,71.14,0,None
PR07950,2024-04-01,P081,241,37.27,0,None
PR07951,2024-09-06,P038,82,28.19,0,None
PR07952,2024-05-20,P025,186,36.71,0,None
PR07953,2023-03-21,P045,144,29.33,11,Spoilage
PR07954,2023-06-15,P069,470,148.73,9,Overproduction
PR07955,2024-11-30,P043,409,199.06,0,None
PR07956,2024-01-03,P045,492,102.69,0,None
PR07957,2024-10-04,P032,174,55.89,0,None
PR07958,2023-01-06,P031,420,172.56,0,None
PR07959,2023-12-19,P059,378,69.99,0,None
PR07960,2023-08-24,P082,494,161.09,0,None
PR07961,2024-10-31,P032,378,177.81,0,None
PR07962,2023-12-11,P024,174,18.13,0,None
PR07963,2023-09-14,P092,158,70.58,5,Production Error
PR07964,2023-12-17,P008,242,52.17,0,None
PR07965,2023-05-25,P060,384,100.47,0,None
PR07966,2024-05-08,P041,488,149.98,0,None
PR07967,2023-01-26,P062,224,69.25,0,None
PR07968,2024-09-24,P066,461,179.04,0,None
PR07969,2023-12-19,P040,340,34.38,0,None
PR07970,2024-05-02,P052,357,177.57,27,Overproduction
PR07971,2023-07-06,P035,340,107.03,0,None
PR07972,2023-05-24,P019,290,142.58,2,Defective Material
PR07973,2023-04-20,P073,445,106.14,0,None
PR07974,2024-07-24,P011,490,91.7,0,None
PR07975,2024-04-15,P030,78,26.62,0,None
PR07976,2023-04-20,P087,352,124.1,0,None
PR07977,2023-09-08,P024,175,28.62,5,Spoilage
PR07978,2024-09-30,P007,134,35.23,0,None
PR07979,2023-05-20,P063,298,120.72,0,None
PR07980,2023-06-02,P007,78,23.19,0,None
PR07981,2023-09-25,P080,421,45.25,30,Production Error
PR07982,2023-10-13,P031,114,16.35,0,None
PR07983,2024-06-08,P018,238,50.88,0,None
PR07984,2023-08-07,P032,247,57.55,0,None
PR07985,2024-10-16,P023,293,118.76,11,Production Error
PR07986,2023-02-20,P090,279,58.36,0,None
PR07987,2024-04-24,P094,245,43.27,0,None
PR07988,2024-12-24,P023,362,79.71,0,None
PR07989,2024-05-20,P055,220,60.32,0,None
PR07990,2024-10-08,P078,403,181.65,0,None
PR07991,2023-08-18,P060,439,125.87,0,None
PR07992,2023-12-29,P001,479,66.44,0,None
PR07993,2024-12-05,P075,174,65.13,0,None
PR07994,2024-08-28,P073,215,28.31,0,None
PR07995,2023-09-14,P036,255,80.2,0,None
PR07996,2023-06-01,P076,68,8.28,0,None
PR07997,2024-03-28,P100,184,87.9,0,None
PR07998,2024-07-29,P099,206,24.68,12,Spoilage
PR07999,2024-03-09,P040,408,153.96,0,None
PR08000,2023-06-14,P036,169,74.88,0,None
PR08001,2024-08-15,P008,225,42.65,5,Spoilage
PR08002,2024-01-08,P052,402,84.25,0,None
PR08003,2024-09-29,P059,208,95.87,0,None
PR08004,2024-12-23,P081,165,66.06,0,None
PR08005,2024-02-15,P085,162,79.79,0,None
PR08006,2024-09-07,P008,159,27.13,0,None
PR08007,2023-01-21,P038,168,62.44,0,None
PR08008,2024-10-31,P039,487,201.6,0,None
PR08009,2024-04-27,P088,264,29.49,0,None
PR08010,2023-07-12,P100,462,47.08,0,None
PR08011,2023-12-30,P066,400,170.51,0,None
PR08012,2023-02-01,P062,159,58.92,0,None
PR08013,2023-01-05,P009,139,38.29,0,None
PR08014,2023-06-08,P049,326,128.75,0,None
PR08015,2024-08-24,P046,280,71.76,0,None
PR08016,2024-08-24,P008,265,60.33,0,None
PR08017,2024-03-13,P053,256,73.32,0,None
PR08018,2023-11-25,P066,135,32.59,0,None
PR08019,2023-03-06,P071,282,78.2,0,None
PR08020,2024-10-03,P094,478,234.31,0,None
PR08021,2024-07-26,P098,75,27.43,0,None
PR08022,2024-07-17,P076,171,79.95,0,None
PR08023,2023-03-25,P079,440,48.27,0,None
PR08024,2023-03-29,P010,309,41.85,5,Defective Material
PR08025,2023-08-05,P004,200,88.34,0,None
PR08026,2023-08-31,P027,379,57.21,0,None
PR08027,2024-12-01,P028,101,13.34,0,None
PR08028,2024-09-27,P035,89,38.93,0,None
PR08029,2024-12-21,P076,213,33.54,0,None
PR08030,2024-11-01,P098,225,59.97,0,None
PR08031,2024-12-02,P029,83,25.63,0,None
PR08032,2023-03-11,P089,459,181.25,0,None
PR08033,2023-04-06,P049,431,210.49,0,None
PR08034,2023-09-15,P051,270,91.91,0,None
PR08035,2024-01-16,P053,464,69.78,17,Defective Material
PR08036,2024-06-12,P014,220,98.08,0,None
PR08037,2024-07-18,P094,291,67.71,0,None
PR08038,2023-04-10,P001,278,123.32,0,None
PR08039,2024-04-16,P028,443,137.69,0,None
PR08040,2024-08-19,P021,141,32.58,0,None
PR08041,2023-01-02,P094,404,81.28,0,None
PR08042,2023-03-30,P054,196,75.32,0,None
PR08043,2024-05-21,P034,332,61.6,0,None
PR08044,2024-10-06,P014,499,96.56,0,None
PR08045,2024-11-13,P066,374,68.67,0,None
PR08046,2024-09-07,P048,311,92.52,0,None
PR08047,2023-03-12,P010,279,130.85,0,None
PR08048,2023-05-31,P089,108,25.45,0,None
PR08049,2023-05-22,P058,109,44.62,0,None
PR08050,2024-11-24,P088,349,150.76,0,None
PR08051,2023-12-31,P054,191,51.68,0,None
PR08052,2024-08-01,P020,340,143.7,0,None
PR08053,2024-03-27,P088,113,24.48,0,None
PR08054,2023-09-12,P072,472,196.68,0,None
PR08055,2024-03-06,P066,209,21.88,0,None
PR08056,2024-06-29,P096,315,82.05,0,None
PR08057,2024-04-26,P014,224,99.7,0,None
PR08058,2024-10-28,P062,176,58.76,0,None
PR08059,2024-04-16,P079,400,117.85,0,None
PR08060,2024-07-12,P032,228,39.94,20,Production Error
PR08061,2024-05-24,P043,407,74.79,0,None
PR08062,2024-03-28,P024,147,36.75,0,None
PR08063,2023-12-05,P020,190,89.38,0,None
PR08064,2023-08-31,P053,64,19.83,0,None
PR08065,2024-05-07,P012,240,95.12,5,Production Error
PR08066,2023-06-08,P063,470,170.89,0,None
PR08067,2023-03-04,P085,332,33.3,0,None
PR08068,2023-12-14,P099,80,39.32,7,Overproduction
PR08069,2023-05-24,P056,119,22.11,0,None
PR08070,2023-05-05,P099,62,7.12,0,None
PR08071,2024-04-30,P075,136,61.38,0,None
PR08072,2024-12-15,P050,131,21.43,0,None
PR08073,2023-04-19,P002,470,124.64,42,Overproduction
PR08074,2023-07-03,P054,380,68.95,0,None
PR08075,2024-07-05,P010,240,77.09,0,None
PR08076,2024-01-10,P080,451,121.63,0,None
PR08077,2023-08-14,P009,421,177.38,15,Production Error
PR08078,2024-03-04,P066,478,178.81,0,None
PR08079,2024-09-11,P019,366,130.66,0,None
PR08080,2024-07-08,P001,493,239.99,0,None
PR08081,2024-03-12,P094,258,77.55,0,None
PR08082,2024-04-08,P043,206,31.17,0,None
PR08083,2024-11-26,P013,473,53.64,0,None
PR08084,2024-05-17,P028,488,185.73,0,None
PR08085,2023-03-21,P049,376,157.98,0,None
PR08086,2024-07-09,P012,70,19.23,0,None
PR08087,2023-02-07,P010,113,48.06,8,Spoilage
PR08088,2023-02-09,P079,342,41.43,0,None
PR08089,2024-08-07,P057,477,127.03,0,None
PR08090,2024-12-22,P090,352,104.05,0,None
PR08091,2024-03-21,P054,415,199.24,0,None
PR08092,2023-05-01,P015,389,68.92,0,None
PR08093,2023-03-11,P026,439,197.81,0,None
PR08094,2023-08-11,P008,397,127.25,0,None
PR08095,2023-07-06,P087,476,50.12,0,None
PR08096,2024-03-02,P015,163,24.02,0,None
PR08097,2024-12-16,P056,283,124.41,0,None
PR08098,2023-05-01,P035,111,15.65,0,None
PR08099,2024-12-24,P087,100,10.74,0,None
PR08100,2023-02-02,P031,113,19.52,0,None
PR08101,2024-01-16,P051,177,33.86,0,None
PR08102,2024-11-20,P090,333,84.36,23,Overproduction
PR08103,2023-01-10,P062,472,118.78,0,None
PR08104,2024-01-24,P096,51,15.01,0,None
PR08105,2024-07-17,P059,248,64.17,0,None
PR08106,2023-02-18,P040,54,26.52,3,Defective Material
PR08107,2023-06-02,P071,155,71.71,0,None
PR08108,2023-12-02,P049,192,79.66,0,None
PR08109,2024-04-08,P036,220,58.19,0,None
PR08110,2024-03-06,P039,416,138.17,0,None
PR08111,2023-01-20,P085,368,158.52,0,None
PR08112,2023-06-09,P026,484,190.33,0,None
PR08113,2023-01-03,P042,174,35.71,11,Production Error
PR08114,2023-11-17,P079,111,53.41,0,None
PR08115,2023-08-10,P033,447,98.75,0,None
PR08116,2024-12-05,P084,325,76.22,0,None
PR08117,2023-02-08,P066,276,32.19,0,None
PR08118,2023-09-19,P019,264,52.67,0,None
PR08119,2024-05-01,P062,319,73.19,4,Overproduction
PR08120,2023-10-30,P045,102,34.86,1,Production Error
PR08121,2023-09-20,P080,249,28.66,0,None
PR08122,2024-11-15,P095,357,38.34,0,None
PR08123,2024-01-21,P024,399,153.22,0,None
PR08124,2023-12-05,P022,212,45.05,0,None
PR08125,2023-02-12,P076,451,112.86,0,None
PR08126,2023-05-09,P077,198,56.65,0,None
PR08127,2024-06-29,P025,267,40.01,0,None
PR08128,2023-07-14,P100,418,170.38,40,Production Error
PR08129,2024-04-09,P070,81,25.21,0,None
PR08130,2023-06-29,P055,473,235.17,28,Spoilage
PR08131,2023-01-27,P081,311,145.31,0,None
PR08132,2023-08-07,P060,243,29.51,0,None
PR08133,2024-02-23,P019,276,122.75,0,None
PR08134,2023-10-01,P071,128,45.92,0,None
PR08135,2024-10-29,P059,178,52.4,16,Production Error
PR08136,2023-05-11,P024,429,122.54,0,None
PR08137,2024-11-14,P071,492,106.46,13,Defective Material
PR08138,2024-03-26,P084,171,47.52,0,None
PR08139,2023-03-05,P085,350,81.8,0,None
PR08140,2024-06-29,P053,353,90.3,17,Spoilage
PR08141,2023-10-03,P056,311,97.06,0,None
PR08142,2023-11-27,P061,412,82.75,0,None
PR08143,2024-11-06,P092,99,41.67,0,None
PR08144,2024-07-11,P053,144,47.15,0,None
PR08145,2023-03-23,P070,164,69.91,0,None
PR08146,2024-07-30,P076,398,51.6,0,None
PR08147,2023-01-13,P028,151,20.27,9,Spoilage
PR08148,2024-05-28,P026,148,19.52,8,Production Error
PR08149,2023-11-19,P015,138,30.94,0,None
PR08150,2024-10-01,P051,311,54.73,0,None
PR08151,2024-10-04,P038,69,16.38,0,None
PR08152,2024-12-27,P008,445,52.67,0,None
PR08153,2024-07-08,P072,487,138.78,0,None
PR08154,2023-05-16,P072,86,31.44,0,None
PR08155,2024-01-18,P088,383,159.92,27,Production Error
PR08156,2023-06-23,P085,272,63.34,0,None
PR08157,2023-07-23,P092,292,60.24,6,Overproduction
PR08158,2024-06-05,P005,399,162.02,0,None
PR08159,2024-06-01,P097,261,93.76,0,None
PR08160,2024-01-13,P003,437,207.76,0,None
PR08161,2024-09-08,P057,459,89.42,0,None
PR08162,2024-09-03,P032,152,17.77,0,None
PR08163,2024-09-11,P073,70,18.81,0,None
PR08164,2024-09-21,P028,450,129.34,0,None
PR08165,2024-11-24,P051,142,55.46,0,None
PR08166,2024-07-14,P036,389,119.99,0,None
PR08167,2023-05-23,P072,175,20.05,0,None
PR08168,2023-03-03,P063,263,94.57,0,None
PR08169,2023-09-17,P093,202,96.73,0,None
PR08170,2024-07-05,P061,116,47.34,0,None
PR08171,2024-01-18,P070,432,43.86,0,None
PR08172,2024-02-29,P029,140,46.89,0,None
PR08173,2023-11-18,P047,151,44.09,0,None
PR08174,2024-07-14,P088,486,200.15,0,None
PR08175,2024-09-18,P035,349,77.21,24,Defective Material
PR08176,2024-09-20,P021,180,19.44,7,Overproduction
PR08177,2024-06-10,P042,84,35.5,0,None
PR08178,2023-03-21,P018,401,111.12,0,None
PR08179,2024-06-05,P033,111,15.67,0,None
PR08180,2023-02-15,P069,464,196.95,0,None
PR08181,2023-06-09,P062,337,89.23,0,None
PR08182,2024-03-10,P014,255,108.28,8,Defective Material
PR08183,2024-10-25,P076,143,32.18,0,None
PR08184,2024-06-25,P041,302,101.9,0,None
PR08185,2024-07-05,P075,474,236.19,0,None
PR08186,2023-03-26,P100,440,55.56,0,None
PR08187,2024-10-07,P055,151,53.26,0,None
PR08188,2024-10-11,P011,97,41.45,0,None
PR08189,2024-10-10,P033,459,49.13,0,None
PR08190,2024-11-17,P060,479,110.03,0,None
PR08191,2023-02-03,P048,380,132.83,37,Spoilage
PR08192,2023-08-14,P084,355,114.34,0,None
PR08193,2023-03-07,P035,415,101.36,0,None
PR08194,2023-11-20,P028,248,47.22,0,None
PR08195,2024-12-25,P075,128,55.89,0,None
PR08196,2023-01-30,P006,202,26.31,0,None
PR08197,2023-03-02,P085,360,122.35,0,None
PR08198,2023-08-13,P066,214,23.87,0,None
PR08199,2024-01-02,P062,355,120.13,0,None
PR08200,2024-09-21,P020,443,62.28,0,None
PR08201,2023-07-07,P028,313,65.41,0,None
PR08202,2023-06-05,P009,244,38.61,1,Defective Material
PR08203,2023-07-07,P017,488,90.56,0,None
PR08204,2023-06-09,P027,260,81.61,0,None
PR08205,2024-06-29,P012,263,41.23,12,Spoilage
